event.id,visible,timestamp,location.long,location.lat,sensor.type,individual.taxon.canonical.name,tag.local.identifier,individual.local.identifier,study.name,utm.easting,utm.northing,utm.zone,study.timezone,study.local.timestamp
7980499272,TRUE,03/22/2014 21:00,16.20208842,-19.06372477,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),626478.7854,7891688.119,33S,Central African Summer Time,15:00.0
7980499273,TRUE,03/23/2014 07:00,16.20949605,-19.06990763,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),627253.5579,7890998.515,33S,Central African Summer Time,46:00.0
7980499274,TRUE,03/23/2014 12:00,16.21418355,-19.06871948,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),627747.7082,7891126.596,33S,Central African Summer Time,31:00.0
7980499275,TRUE,03/23/2014 17:00,16.21417033,-19.06868286,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),627746.3452,7891130.659,33S,Central African Summer Time,45:00.0
7980499276,TRUE,03/23/2014 20:00,16.22937215,-19.05825806,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),629354.052,7892273.212,33S,Central African Summer Time,31:00.0
7980499277,TRUE,03/24/2014 06:00,16.26182556,-19.08668823,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),632746.5727,7889102.601,33S,Central African Summer Time,46:00.0
7980499278,TRUE,03/24/2014 11:00,16.26562297,-19.08734741,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),633145.5921,7889026.767,33S,Central African Summer Time,40:00.0
7980499279,TRUE,03/24/2014 16:00,16.26624247,-19.08740234,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),633210.729,7889020.217,33S,Central African Summer Time,00:00.0
7980499280,TRUE,03/24/2014 20:00,16.27277527,-19.08728841,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),633898.1709,7889027.845,33S,Central African Summer Time,40:00.0
7980499281,TRUE,03/25/2014 06:00,16.27454936,-19.08837687,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),634083.9561,7888906.027,33S,Central African Summer Time,01:00.0
7980499282,TRUE,03/25/2014 11:00,16.31825358,-19.09642741,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),638675.612,7887981.026,33S,Central African Summer Time,40:00.0
7980499283,TRUE,03/25/2014 16:00,16.32783407,-19.10624186,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),639675.3489,7886887.22,33S,Central African Summer Time,40:00.0
7980499284,TRUE,03/25/2014 19:00,16.34445292,-19.13519084,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),641399.1137,7883669.991,33S,Central African Summer Time,20:00.0
7980499285,TRUE,03/26/2014 08:00,16.33948669,-19.13162435,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),640879.754,7884068.718,33S,Central African Summer Time,40:00.0
7980499286,TRUE,03/26/2014 10:00,16.33868001,-19.13115234,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),640795.2998,7884121.607,33S,Central African Summer Time,20:00.0
7980499287,TRUE,03/26/2014 15:00,16.33128662,-19.12005208,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),640026.9452,7885356.045,33S,Central African Summer Time,20:00.0
7980499288,TRUE,03/26/2014 17:00,16.32943217,-19.11751302,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),639833.9992,7885638.534,33S,Central African Summer Time,21:00.0
7980499289,TRUE,03/26/2014 20:00,16.32676697,-19.11630656,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),639554.6379,7885774.185,33S,Central African Summer Time,00:00.0
7980499290,TRUE,03/27/2014 07:00,16.32659709,-19.11274821,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),639539.7531,7886168.132,33S,Central African Summer Time,01:00.0
7980499291,TRUE,03/27/2014 10:00,16.32488607,-19.11294556,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),639359.5866,7886147.655,33S,Central African Summer Time,21:00.0
7980499292,TRUE,03/27/2014 16:00,16.32490336,-19.11292318,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),639361.4242,7886150.118,33S,Central African Summer Time,40:00.0
7980499293,TRUE,03/27/2014 19:00,16.32489624,-19.11292521,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),639360.6735,7886149.899,33S,Central African Summer Time,20:00.0
7980499294,TRUE,03/28/2014 06:00,16.32492676,-19.11294556,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),639363.8672,7886147.622,33S,Central African Summer Time,41:00.0
7980499295,TRUE,03/28/2014 10:00,16.32640279,-19.11931966,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),639513.7978,7885441.007,33S,Central African Summer Time,00:00.0
7980499296,TRUE,03/28/2014 20:00,16.33279419,-19.12346598,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),640182.6569,7884977.011,33S,Central African Summer Time,41:00.0
7980499297,TRUE,03/29/2014 07:00,16.3335317,-19.12316691,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),640260.4914,7885009.518,33S,Central African Summer Time,01:00.0
7980499298,TRUE,03/29/2014 10:00,16.33462016,-19.12241211,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),640375.6292,7885092.181,33S,Central African Summer Time,21:00.0
7980499299,TRUE,03/29/2014 15:00,16.33644104,-19.12197062,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),640567.5506,7885139.579,33S,Central African Summer Time,20:00.0
7980499300,TRUE,03/29/2014 19:00,16.33711548,-19.12161458,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),640638.8001,7885178.44,33S,Central African Summer Time,21:00.0
7980499301,TRUE,03/30/2014 07:00,16.3519694,-19.13447469,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),642190.3675,7883743.151,33S,Central African Summer Time,40:00.0
7980499302,TRUE,03/30/2014 10:00,16.3513092,-19.13458659,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),642120.8265,7883731.303,33S,Central African Summer Time,41:00.0
7980499303,TRUE,03/30/2014 16:00,16.34987691,-19.13463135,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),641970.1284,7883727.514,33S,Central African Summer Time,20:00.0
7980499304,TRUE,03/30/2014 20:00,16.3473938,-19.13124186,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),641711.827,7884104.657,33S,Central African Summer Time,01:00.0
7980499305,TRUE,03/31/2014 06:00,16.34946493,-19.13546346,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),641926.0819,7883635.756,33S,Central African Summer Time,41:00.0
7980499306,TRUE,03/31/2014 10:00,16.34004415,-19.13484294,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),640935.6619,7883712.057,33S,Central African Summer Time,00:00.0
7980499307,TRUE,03/31/2014 18:00,16.33839823,-19.13279419,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),640764.268,7883940.125,33S,Central African Summer Time,21:00.0
7980499308,TRUE,03/31/2014 19:00,16.33742879,-19.13197835,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),640662.9847,7884031.197,33S,Central African Summer Time,21:00.0
7980499309,TRUE,04/01/2014 07:00,16.34290568,-19.12871094,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),641241.8735,7884388.395,33S,Central African Summer Time,21:00.0
7980499310,TRUE,04/01/2014 10:00,16.34410095,-19.12839966,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),641367.8707,7884421.879,33S,Central African Summer Time,41:00.0
7980499311,TRUE,04/01/2014 15:00,16.34561971,-19.12759806,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),641528.3146,7884509.366,33S,Central African Summer Time,41:00.0
7980499312,TRUE,04/01/2014 19:00,16.345637,-19.1276062,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),641530.1265,7884508.451,33S,Central African Summer Time,01:00.0
7980499313,TRUE,04/02/2014 05:00,16.343809,-19.1268453,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),641338.4822,7884594.142,33S,Central African Summer Time,41:00.0
7980499314,TRUE,04/02/2014 08:00,16.34498393,-19.12612508,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),641462.6896,7884672.901,33S,Central African Summer Time,01:00.0
7980499315,TRUE,04/02/2014 15:00,16.3448466,-19.12398885,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),641450.0619,7884909.436,33S,Central African Summer Time,40:00.0
7980499316,TRUE,04/02/2014 21:00,16.32332255,-19.10904744,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),639198.3657,7886580.314,33S,Central African Summer Time,20:00.0
7980499317,TRUE,04/03/2014 06:00,16.31663411,-19.10413818,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),638498.8077,7887128.941,33S,Central African Summer Time,00:00.0
7980499318,TRUE,04/03/2014 18:00,16.31647542,-19.10368449,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),638482.4902,7887179.277,33S,Central African Summer Time,20:00.0
7980499319,TRUE,04/03/2014 19:00,16.31683248,-19.10327759,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),638520.394,7887224.027,33S,Central African Summer Time,41:00.0
7980499320,TRUE,04/04/2014 06:00,16.31668701,-19.10321452,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),638505.1421,7887231.122,33S,Central African Summer Time,00:00.0
7980499321,TRUE,04/04/2014 10:00,16.31741231,-19.10323893,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),638581.4283,7887227.847,33S,Central African Summer Time,40:00.0
7980499322,TRUE,04/04/2014 15:00,16.31599019,-19.10340169,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),638431.6761,7887210.959,33S,Central African Summer Time,00:00.0
7980499323,TRUE,04/05/2014 06:00,16.32816671,-19.10666707,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),639709.9873,7886839.895,33S,Central African Summer Time,21:00.0
7980499324,TRUE,04/05/2014 10:00,16.32815653,-19.10672607,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),639708.8667,7886833.373,33S,Central African Summer Time,40:00.0
7980499325,TRUE,04/05/2014 16:00,16.32811584,-19.10668335,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),639704.6218,7886838.134,33S,Central African Summer Time,00:00.0
7980499326,TRUE,04/05/2014 19:00,16.33137309,-19.10443522,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),640049.1936,7887084.337,33S,Central African Summer Time,21:00.0
7980499327,TRUE,04/06/2014 06:00,16.33136902,-19.1044515,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),640048.7517,7887082.538,33S,Central African Summer Time,40:00.0
7980499328,TRUE,04/06/2014 11:00,16.3314209,-19.10443115,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),640054.227,7887084.749,33S,Central African Summer Time,01:00.0
7980499329,TRUE,04/06/2014 15:00,16.33983663,-19.13512166,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),640913.5968,7883681.377,33S,Central African Summer Time,41:00.0
7980499330,TRUE,04/06/2014 19:00,16.32643738,-19.1281311,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),639510.0391,7884465.794,33S,Central African Summer Time,01:00.0
7980499331,TRUE,04/07/2014 06:00,16.31690369,-19.11489461,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),638518.2102,7885938.289,33S,Central African Summer Time,01:00.0
7980499332,TRUE,04/07/2014 10:00,16.31663106,-19.11113078,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),638492.6645,7886355.057,33S,Central African Summer Time,21:00.0
7980499333,TRUE,04/07/2014 16:00,16.31719259,-19.10316976,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),638558.3698,7887235.676,33S,Central African Summer Time,00:00.0
7980499334,TRUE,04/07/2014 19:00,16.32208964,-19.10260417,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),639074.0462,7887294.387,33S,Central African Summer Time,00:00.0
7980499335,TRUE,04/08/2014 07:00,16.32216899,-19.10163574,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),639083.2039,7887401.502,33S,Central African Summer Time,41:00.0
7980499336,TRUE,04/08/2014 10:00,16.32214152,-19.10165202,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),639080.3003,7887399.722,33S,Central African Summer Time,00:00.0
7980499337,TRUE,04/08/2014 18:00,16.32219747,-19.10164795,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),639086.1901,7887400.128,33S,Central African Summer Time,00:00.0
7980499338,TRUE,04/08/2014 19:00,16.32216899,-19.10164591,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),639083.1954,7887400.376,33S,Central African Summer Time,01:00.0
7980499339,TRUE,04/09/2014 06:00,16.32220662,-19.10168864,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),639087.1187,7887395.618,33S,Central African Summer Time,00:00.0
7980499340,TRUE,04/09/2014 19:00,16.32225444,-19.10165812,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),639092.1753,7887398.957,33S,Central African Summer Time,20:00.0
7980499341,TRUE,04/10/2014 10:00,16.31370138,-19.08657023,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),638204.8527,7889075.538,33S,Central African Summer Time,21:00.0
7980499342,TRUE,04/10/2014 16:00,16.31673686,-19.08144124,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),638528.5036,7889640.776,33S,Central African Summer Time,41:00.0
7980499343,TRUE,04/10/2014 19:00,16.31959025,-19.06973267,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),638838.4943,7890934.327,33S,Central African Summer Time,41:00.0
7980499344,TRUE,04/11/2014 17:00,16.33531799,-19.0473348,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),640512.3658,7893400.621,33S,Central African Summer Time,21:00.0
7980499345,TRUE,04/12/2014 06:00,16.34314372,-19.03194377,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),641348.9968,7895097.699,33S,Central African Summer Time,21:00.0
7980499346,TRUE,04/12/2014 10:00,16.33819377,-19.02046509,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),640837.6759,7896372.044,33S,Central African Summer Time,20:00.0
7980499347,TRUE,04/12/2014 19:00,16.33840739,-19.01911214,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),640861.3016,7896521.607,33S,Central African Summer Time,41:00.0
7980499348,TRUE,04/13/2014 06:00,16.33996582,-19.00806478,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),641034.6603,7897742.99,33S,Central African Summer Time,21:00.0
7980499349,TRUE,04/13/2014 11:00,16.33839518,-19.0082133,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),640869.1977,7897727.812,33S,Central African Summer Time,00:00.0
7980499350,TRUE,04/13/2014 16:00,16.3385142,-19.0082133,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),640881.7266,7897727.716,33S,Central African Summer Time,20:00.0
7980499351,TRUE,04/13/2014 19:00,16.34217326,-19.02547811,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),641252.3195,7895814.049,33S,Central African Summer Time,00:00.0
7980499352,TRUE,04/14/2014 06:00,16.34302979,-19.02687785,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),641341.2911,7895658.448,33S,Central African Summer Time,41:00.0
7980499353,TRUE,04/14/2014 11:00,16.33937276,-19.02134196,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),640961.0367,7896274.054,33S,Central African Summer Time,20:00.0
7980499354,TRUE,04/14/2014 18:00,16.33939311,-19.02131755,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),640963.1993,7896276.739,33S,Central African Summer Time,21:00.0
7980499355,TRUE,04/15/2014 06:00,16.33942566,-19.02133789,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),640966.6083,7896274.462,33S,Central African Summer Time,41:00.0
7980499356,TRUE,04/15/2014 10:00,16.33947652,-19.02133993,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),640971.9601,7896274.195,33S,Central African Summer Time,20:00.0
7980499357,TRUE,04/15/2014 16:00,16.33937988,-19.0213623,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),640961.769,7896271.797,33S,Central African Summer Time,40:00.0
7980499358,TRUE,04/16/2014 05:00,16.33895976,-19.0360555,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),640905.1551,7894646.007,33S,Central African Summer Time,41:00.0
7980499359,TRUE,04/16/2014 10:00,16.32584229,-19.02672119,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),639532.3411,7895689.524,33S,Central African Summer Time,20:00.0
7980499360,TRUE,04/16/2014 15:00,16.31993815,-19.02283122,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),638914.1325,7896124.711,33S,Central African Summer Time,01:00.0
7980499361,TRUE,04/17/2014 06:00,16.3194458,-19.0208252,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),638863.9755,7896347.109,33S,Central African Summer Time,40:00.0
7980499362,TRUE,04/17/2014 15:00,16.31908162,-19.02005615,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),638826.281,7896432.509,33S,Central African Summer Time,21:00.0
7980499363,TRUE,04/17/2014 21:00,16.31654765,-19.0195516,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),638559.9752,7896490.347,33S,Central African Summer Time,40:00.0
7980499364,TRUE,04/18/2014 06:00,16.32291056,-19.01346436,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),639234.8027,7897159.002,33S,Central African Summer Time,00:00.0
7980499365,TRUE,04/18/2014 10:00,16.33109639,-19.00737101,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),640101.5786,7897826.86,33S,Central African Summer Time,21:00.0
7980499366,TRUE,04/18/2014 20:00,16.33750102,-19.02044474,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),640764.7744,7896374.851,33S,Central African Summer Time,01:00.0
7980499367,TRUE,04/19/2014 06:00,16.34639181,-19.03873088,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),641685.1092,7894343.936,33S,Central African Summer Time,01:00.0
7980499368,TRUE,04/19/2014 10:00,16.34349162,-19.04220581,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),641376.9261,7893961.695,33S,Central African Summer Time,01:00.0
7980499369,TRUE,04/19/2014 16:00,16.34476217,-19.05581462,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),641499.1074,7892454.55,33S,Central African Summer Time,00:00.0
7980499370,TRUE,04/19/2014 19:00,16.33510132,-19.06409912,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),640475.4452,7891545.449,33S,Central African Summer Time,40:00.0
7980499371,TRUE,04/20/2014 06:00,16.3330719,-19.06356201,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),640262.3368,7891606.517,33S,Central African Summer Time,01:00.0
7980499372,TRUE,04/20/2014 10:00,16.31578979,-19.08204753,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),638428.3485,7889574.425,33S,Central African Summer Time,41:00.0
7980499373,TRUE,04/20/2014 12:00,16.31518453,-19.08473104,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),638362.4337,7889277.914,33S,Central African Summer Time,00:00.0
7980499374,TRUE,04/20/2014 16:00,16.31514587,-19.08462321,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),638358.4556,7889289.878,33S,Central African Summer Time,01:00.0
7980499375,TRUE,04/20/2014 20:00,16.29924622,-19.09088745,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),636680.3804,7888609.088,33S,Central African Summer Time,41:00.0
7980499376,TRUE,04/21/2014 06:00,16.29495138,-19.09058024,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),636228.7547,7888646.434,33S,Central African Summer Time,41:00.0
7980499377,TRUE,04/21/2014 10:00,16.29495341,-19.09055583,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),636228.9882,7888649.134,33S,Central African Summer Time,00:00.0
7980499378,TRUE,04/21/2014 18:00,16.29496663,-19.09061279,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),636230.3326,7888642.82,33S,Central African Summer Time,21:00.0
7980499379,TRUE,04/22/2014 14:00,16.29643453,-19.09100749,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),636384.453,7888597.995,33S,Central African Summer Time,01:00.0
7980499380,TRUE,04/22/2014 21:00,16.29778544,-19.0907959,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),636526.761,7888620.359,33S,Central African Summer Time,21:00.0
7980499381,TRUE,04/23/2014 05:00,16.2989919,-19.09079997,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),636653.6942,7888618.968,33S,Central African Summer Time,01:00.0
7980499382,TRUE,04/23/2014 11:00,16.29911092,-19.09104207,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),636666.018,7888592.082,33S,Central African Summer Time,00:00.0
7980499383,TRUE,04/23/2014 17:00,16.29908854,-19.09105225,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),636663.655,7888590.972,33S,Central African Summer Time,01:00.0
7980499384,TRUE,04/25/2014 16:00,16.34255168,-19.03617147,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),641283.1068,7894630.286,33S,Central African Summer Time,21:00.0
7980499385,TRUE,04/25/2014 18:00,16.33595479,-19.03774007,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),640587.4641,7894461.981,33S,Central African Summer Time,20:00.0
7980499386,TRUE,04/26/2014 06:00,16.31936951,-19.0502828,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),638831.4559,7893087.053,33S,Central African Summer Time,00:00.0
7980499387,TRUE,04/26/2014 16:00,16.30582174,-19.05230916,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),637404.0183,7892873.457,33S,Central African Summer Time,01:00.0
7980499388,TRUE,04/26/2014 19:00,16.30720825,-19.0506897,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),637551.2677,7893051.598,33S,Central African Summer Time,21:00.0
7980499389,TRUE,04/27/2014 06:00,16.31980082,-19.05384725,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),638873.8803,7892692.228,33S,Central African Summer Time,20:00.0
7980499390,TRUE,04/27/2014 10:00,16.32586873,-19.05073242,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),639515.0608,7893032.139,33S,Central African Summer Time,40:00.0
7980499391,TRUE,04/27/2014 16:00,16.33118591,-19.04858602,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),640076.4444,7893265.449,33S,Central African Summer Time,41:00.0
7980499392,TRUE,04/27/2014 20:00,16.33085734,-19.06569214,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),640027.5044,7891372.541,33S,Central African Summer Time,40:00.0
7980499393,TRUE,04/28/2014 06:00,16.28767395,-19.11438802,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),635443.6853,7886017.245,33S,Central African Summer Time,41:00.0
7980499394,TRUE,04/28/2014 11:00,16.28881429,-19.11453654,gps,Loxodonta africana,AG005,LA1,African elephants in Etosha National Park (data from Tsalyuk et al. 2018),635563.5266,7885999.925,33S,Central African Summer Time,01:00.0
